EMPLOYEEID,EMPLOYEEACCESS,Name,ACCESS,EMAIL,EmployeeGender,EmployeeDept,EmployeeBusinessUnit,EmployeeJobTitle,EMPLOYEEREGION,EmployeeCountry,EmployeeState,EmployeeCity,EmployeeJobClass,EmployeeManager,EmployeeEmploymentType,BAND,PERFRATING,EmployeeEthnicity,DOB,HIREDATE,DPDate,EmployeeActiveFlag,RECRUIT,SALARY,TOTALCOMP,OMITGROUP
5007,5007,Chadwick Ford,USER,Chadwick.wick Ford@bnna.com,Male,Sales,Sales - AMERICAS,Sales Rep,AMERICAS,USA,GA,Atlanta,Contributor,N,FTE,3,B,White,19447,32596,41727,Y,New Hire Program,57459,380,Sales
5008,5008,Mannix Barron,USER,Mannix. Barron@bnna.com,Male,Sales,Sales - AMERICAS,Sales Rep,AMERICAS,USA,PA,Philadelphia,Contributor,N,FTE,3,B,Unknown,26149,38568,41855,Y,Website,48817,1272,Sales
5009,5009,Lev Rhodes,USER,Lev.odes@bnna.com,Male,Sales,Sales - AMERICAS,Sales Rep,AMERICAS,USA,NC,Charlotte,Contributor,N,FTE,3,B,White,26959,33899,41934,Y,Website,44885,348,Sales
5010,5010,Prescott Whitehead,USER,Prescott.Whitehead@bnna.com,Male,Sales,Sales - AMERICAS,Sales Rep,AMERICAS,USA,IL,Chicago,Contributor,N,FTE,3,B,Black or African American,26519,41859,41859,Y,Internal,57289,161,Sales
5011,5011,Orlando Erickson,USER,Orlando.Erickson@bnna.com,Male,Sales,Sales - AMERICAS,Sales Rep,AMERICAS,USA,TX,Dallas,Contributor,N,FTE,3,C,Other,22839,38180,41832,Y,New Hire Program,38214,2295,Sales
5012,5012,Jin Mcgowan,USER,Jin.owan@bnna.com,Male,Sales,Sales - AMERICAS,Sales Rep,AMERICAS,USA,WA,Seattle,Contributor,N,FTE,3,C,White,28841,39068,41990,Y,College Hire,35310,2502,Sales
5013,5013,Birger Lagerbielke,USER,Birger.rbielke@bnna.com,Female,Sales,Sales - AMERICAS,Sales Rep,AMERICAS,USA,CA,San Francisco,Contributor,N,PTE,1,C,Hispanic or Latino,28069,35739,41948,Y,College Hire,25716,0,Sales
5014,5014,Kadeem Lawrence,USER,Kadeem.awrence@bnna.com,Male,Sales,Sales - AMERICAS,Sales Rep,AMERICAS,USA,CA,Los Angeles,Contributor,N,FTE,3,B,Other,23166,36315,41794,Y,College Hire,49776,461,Sales
5015,5015,Maurine Solomon,USER,Maurine. Solomon@bnna.com,Female,Sales,Sales - AMERICAS,Sales Rep,AMERICAS,Canada,ON,Toronto,Contributor,N,FTE,3,A,Unknown,19915,27220,41830,Y,College Hire,36981,2343,Sales
5016,5016,Abdul Bradshaw,USER,Abdul.adshaw@bnna.com,Male,Sales,Sales - Sweden,Sales Rep,EMEA,Finland,,Stockholm,Contributor,N,PTE,2,D,White,22594,29899,41952,Y,College Hire,33100,0,Sales
5017,5017,Thomas Benson,USER,Thomas. Benson@bnna.com,Male,Sales,Sales - France,Sales Manager,EMEA,France,,Paris,Manager,Y,FTE,7,B,Black or African American,25377,37430,41813,Y,Internal,122332,11963,Sales
5018,5018,Belinda Jansen-Velasquez,USER,Belinda.Jansen-Velasquez@BNNA.COM,-,Sales,Sales - France,Sales Rep,EMEA,France,,Paris,Contributor,N,PTE,2,A,White,21172,30303,41991,Y,Website,31044,0,Sales
5019,5019,Rajah Fuentes,USER,Rajah.uentes@bnna.com,Male,Sales,Sales - France,Sales Rep,EMEA,France,,Paris,Contributor,N,PTE,2,B,Unknown,22561,29866,41919,Y,Internal,10966,0,Sales
5020,5020,Barry Gomez,USER,Barry. Gomez@bnna.com,Male,Sales,Sales - France,Sales Rep,EMEA,France,,Paris,Contributor,N,PTE,2,C,White,30808,38843,41765,Y,Website,18817,0,Sales
5021,5021,Ayaka Yamamoto,USER,Ayaka.mamoto@bnna.com,Male,Sales,Sales - France,Sales Rep,EMEA,France,,Paris,Contributor,N,PTE,2,B,Black or African American,20853,27792,41672,Y,Job Fair,34580,0,Sales
5022,5022,Janice Thomas,USER,Janice. Thomas@bnna.com,Female,Sales,Sales - France,Sales Rep,EMEA,France,,Paris,Contributor,N,PTE,2,B,Asian,19130,26435,41775,Y,Job Fair,38923,0,Sales
5023,5023,Davey Newton,USER,Davey.Newton@bnna.com,-,Sales,Sales - France,Sales Rep,EMEA,France,,Paris,Contributor,N,PTE,2,B,Other,29829,40421,41882,Y,Job Fair,25387,0,Sales
5024,5024,Ira Booker,USER,Ira.oker@bnna.com,Male,Sales,Sales - France,Sales Rep,EMEA,France,,Paris,Contributor,N,PTE,2,D,Unknown,19563,31616,41843,Y,Job Fair,34842,0,Sales
5025,-,Landon Bozak,USER,anthony.cafiero+2@qlik.com,Male,Sales,Sales - Germany,"VP of Sales, EMEA",EMEA,Germany,Berlin,Berlin,Senior Manager,Y,PTE,2,A,White,23272,32038,41900,Y,Internal,114220,72021,Sales
5026,5026,Zahir Ochoa,USER,Zahir. Ochoa@bnna.com,Male,Sales,Sales - Germany,Sales Manager,EMEA,Germany,Berlin,Berlin,Manager,Y,FTE,7,A,Asian,25433,41504,41869,Y,Internal,75307,10290,Sales
5027,5027,Todd Pena,USER,Todd. Pena@bnna.com,Male,Sales,Sales - Germany,Sales Rep,EMEA,Germany,Berlin,Berlin,Contributor,N,FTE,3,B,Other,21355,32678,41809,Y,Internal,47135,2439,Sales
5028,5028,Nicolette Merrigan,USER,Nicolette.e Merrigan@bnna.com,Female,Sales,Sales - Germany,Sales Rep,EMEA,Germany,Berlin,Berlin,Contributor,N,FTE,3,B,Unknown,19858,27163,41773,Y,Internal,46751,1353,Sales
5029,5029,Kadeem Mosley,USER,Kadeem. Mosley@bnna.com,Male,Sales,Sales - Germany,Sales Rep,EMEA,Germany,,Hamburg,Contributor,N,FTE,3,B,White,19378,29605,41658,Y,Internal,59216,578,Sales
5030,5030,Jeffrey Alexander,USER,Jeffrey.lexander@bnna.com,-,Sales,Sales - Germany,Sales Rep,EMEA,Germany,,Munich,Contributor,N,FTE,3,B,White,28204,40257,41718,Y,None,62994,8,Sales
5031,5031,Freya Mcconnell,USER,Freya.onnell@bnna.com,Female,Sales,Sales - Germany,Sales Rep,EMEA,Germany,,Cologne,Contributor,N,FTE,3,B,Unknown,24113,40914,41645,Y,None,59223,1423,Sales
5032,5032,Cruz Rodriquez,USER,Cruz.iquez@bnna.com,-,Sales,Sales - Operations,"Director, Sales Operations",AMERICAS,USA,NY,New York,Senior Manager,Y,FTE,3,B,Unknown,20583,30444,41767,Y,None,106598,34815,Sales
5033,5033,Germane Patel,USER,Germane.ne Patel@bnna.com,Female,Sales,Sales - Operations,"Manager, Sales Ops",AMERICAS,USA,NY,New York,Manager,Y,FTE,7,C,White,24534,32570,41701,Y,None,86849,18663,Sales
5034,5034,Elizabeth Starney,USER,Elizabeth.th Starney@bnna.com,Female,Sales,Sales - Operations,Sales Planner,AMERICAS,USA,NY,New York,Contributor,N,FTE,3,C,White,24592,35550,41759,Y,None,52002,2974,Sales
5035,5035,Catherine Fowlie,USER,Catherine.ine Fowlie@bnna.com,Female,Sales,Sales - Operations,Sales Planner,AMERICAS,USA,NY,New York,Contributor,N,FTE,3,C,White,27880,38837,41759,Y,None,35213,1477,Sales
5036,5036,Steel Curtis,USER,Steel.Curtis@bnna.com,Male,Sales,Sales - Operations,Sales Planner,AMERICAS,USA,NY,New York,Contributor,N,FTE,3,B,Black or African American,26592,36088,41932,Y,Internal,50182,1275,Sales
5037,5037,August Robles,USER,August. Robles@bnna.com,Male,Sales,Sales - Operations,Sales Planner,AMERICAS,USA,NY,New York,Contributor,N,FTE,3,A,Hispanic or Latino,25036,37089,41837,Y,None,63085,2355,Sales
5038,5038,Branden Baird,USER,Branden.en Baird@bnna.com,Male,Sales,Sales - Operations,Sales Planner,AMERICAS,USA,NY,New York,Contributor,N,PTE,2,D,Asian,23764,32530,41661,Y,None,39050,0,Sales
5039,5039,Reece Jackson,USER,Reece.ackson@bnna.com,Male,Sales,Sales - Operations,Sales Operations Analyst,AMERICAS,USA,NY,New York,Contributor,N,PTE,1,A,Hispanic or Latino,22017,28956,41740,Y,None,30007,0,Sales
5040,5040,Demetrius Fitzgerald,USER,Demetrius.Fitzgerald@bnna.com,Male,Sales,Sales - Operations,Sales Operations Analyst,AMERICAS,USA,NY,New York,Contributor,N,FTE,3,B,White,25530,41601,41966,Y,Website,46726,1998,Sales
5041,5041,Kaseem Wong,USER,Kaseem.em Wong@bnna.com,Male,Sales,Sales - Operations,Sales Operations Analyst,EMEA,France,,Paris,Contributor,N,FTE,3,C,Black or African American,25109,36797,41910,Y,Website,58720,1778,Sales
5042,5042,Felicia Henry,USER,Felicia.ia Henry@bnna.com,Female,Sales,Sales - Operations,Sales Operations Analyst,EMEA,France,,Paris,Contributor,N,PTE,2,B,Hispanic or Latino,20704,29470,41888,Y,Internal,20964,0,Sales
5043,5043,Ava Anuschek,USER,Ava.chek@bnna.com,Female,Sales,Sales - Operations,Sales Specialist,EMEA,France,,Paris,Contributor,N,PTE,2,B,Other,23542,34864,41804,Y,New Hire Program,26942,0,Sales
5044,5044,Anastasie Thomas,USER,Anastasie.sie Thomas@bnna.com,Female,Sales,Sales - Operations,Sales Specialist,EMEA,Germany,Berlin,Berlin,Contributor,N,PTE,2,B,White,20753,34632,41937,Y,New Hire Program,37095,0,Sales
5045,5045,Veda Flores,USER,Veda.lores@bnna.com,Female,Sales,Sales - Operations,Sales Specialist,EMEA,Germany,Berlin,Berlin,Contributor,N,PTE,2,D,Hispanic or Latino,30662,41620,41985,Y,Website,34081,0,Sales
5046,5046,Izabel Costa,USER,Izabel.l Costa@bnna.com,Male,Sales,Sales - Operations,Sales Specialist,APAC,Australia,New South Wales,Sydney,Contributor,N,PTE,2,A,Asian,29857,38988,41910,Y,Website,20268,0,Sales
5047,5047,Beau Valentine,USER,Beau.ntine@bnna.com,Male,Sales,Sales - Operations,Sales Specialist,APAC,Australia,New South Wales,Sydney,Contributor,N,FTE,3,A,Asian,26948,34253,41923,Y,Internal,39558,1308,Sales
5048,5048,Amity Holt,USER,Amity.y Holt@bnna.com,Female,Sales,Sales - Operations,Sales Specialist,APAC,Japan,Tokyo Metropolis,Tokyo,Contributor,N,FTE,3,B,Other,27081,40595,41691,Y,New Hire Program,50338,872,Sales
5049,5049,Rashad Lucas,USER,Rashad.d Lucas@bnna.com,Male,Sales,Sales - Sweden,Sales Rep,EMEA,Finland,,Stockholm,Contributor,N,FTE,3,B,Hispanic or Latino,27948,41462,41827,Y,College Hire,54099,201,Sales
5050,5050,McKenzie Singleton,USER,McKenzie.Singleton@bnna.com,Female,Sales,Sales - Sweden,Sales Rep,EMEA,Finland,,Stockholm,Contributor,N,FTE,3,B,White,21656,33710,41745,Y,College Hire,60635,2459,Sales
5051,5051,Oprah Weeks,USER,Oprah. Weeks@bnna.com,Female,Sales,Sales - UK,Sales Manager,EMEA,UK,England,London,Manager,Y,FTE,6,B,Asian,20021,35362,41936,Y,College Hire,117653,19562,Sales
5052,5052,Ellen Braun,USER,Ellen. Braun@bnna.com,Female,Sales,Sales - UK,Sales Rep,EMEA,UK,England,London,Contributor,N,FTE,3,B,White,24445,36133,41977,Y,College Hire,53286,2599,Sales
5053,5053,Yvette Lattrez,USER,Yvette.Lattrez@bnna.com,Female,Sales,Sales - UK,Sales Rep,EMEA,UK,England,London,Contributor,N,FTE,3,B,Asian,33173,41574,41939,Y,College Hire,44403,2021,Sales
5054,5054,Mariola Kwarski,USER,Mariola. Kwarski@bnna.com,Female,Sales,Sales - UK,Sales Rep,EMEA,UK,England,London,Contributor,N,FTE,3,C,Unknown,27849,41363,41728,Y,College Hire,44737,127,Sales
5055,5055,Rhea Snyder,USER,Rhea.nyder@bnna.com,Female,Sales,Sales - UK,Sales Rep,EMEA,UK,England,London,Contributor,N,FTE,3,C,White,27429,41674,41674,Y,Internal,51853,48,Sales
5056,5056,Callum Harvey,USER,Callum. Harvey@bnna.com,Male,Sales,Sales - UK,Sales Rep,EMEA,UK,England,London,Contributor,N,FTE,3,C,Black or African American,32853,40523,41984,N,Website,43836,908,Sales
5057,5057,Inga Daugherty,USER,Inga.herty@bnna.com,Female,Sales,Sales - UK,Sales Rep,EMEA,UK,England,London,Contributor,N,FTE,3,B,Unknown,27755,41635,42000,Y,Internal,37442,1182,Sales
5500,5500,Juliet Ware,USER,Juliet.et Ware@bnna.com,Female,Sales,Online Sales - AMERICAS,"Director, WW Online Sales",AMERICAS,USA,NY,New York,Senior Manager,Y,FTE,8,B,Unknown,27573,41818,41818,Y,Website,137940,61618,Sales
5501,5501,Sonia England,USER,Sonia.ngland@bnna.com,Female,Sales,Online Sales - AMERICAS,"Manager, Online Sales (AMERICAS)",AMERICAS,USA,NY,New York,Manager,Y,FTE,7,A,White,21940,35455,41664,Y,Website,142596,19868,Sales
5502,5502,Petra Rush,USER,Petra.a Rush@bnna.com,Female,Sales,Online Sales - AMERICAS,Online Sales Specialist,AMERICAS,USA,NY,New York,Contributor,N,FTE,3,C,White,23930,39270,41827,Y,Internal,62002,1046,Sales
5503,5503,Zeph Spence,USER,Zeph.pence@bnna.com,Male,Sales,Online Sales - AMERICAS,Online Sales Specialist,AMERICAS,USA,NY,New York,Contributor,N,FTE,3,C,White,21926,31788,41650,Y,Job Fair,55923,2230,Sales
5504,5504,Sandra Graves,USER,Sandra. Graves@bnna.com,Female,Sales,Online Sales - AMERICAS,Online Sales Specialist,AMERICAS,USA,NY,New York,Contributor,N,FTE,3,B,Black or African American,20874,28544,41693,Y,None,41350,2436,Sales
5505,5505,Gabriel Gallegos,USER,Gabriel.Gallegos@bnna.com,Male,Sales,Online Sales - AMERICAS,Online Sales Specialist,AMERICAS,USA,NY,New York,Contributor,N,PTE,2,A,Hispanic or Latino,24217,41384,41749,Y,None,15701,0,Sales
5506,5506,Lucian Santiago,USER,Lucian.antiago@bnna.com,Male,Sales,Online Sales - AMERICAS,Online Sales Specialist,AMERICAS,USA,NY,New York,Contributor,N,PTE,2,D,Asian,30983,41575,41940,Y,None,34738,0,Sales
5507,5507,Clayton Fulton,USER,Clayton.n Fulton@bnna.com,Male,Sales,Online Sales - AMERICAS,Online Sales Specialist,AMERICAS,USA,NY,New York,Contributor,N,PTE,2,A,Hispanic or Latino,25000,38514,41801,Y,Website,21819,0,Sales
5508,5508,Ralph Solomon,USER,Ralph.olomon@bnna.com,Male,Sales,Online Sales - AMERICAS,Online Sales Specialist,AMERICAS,USA,NY,New York,Contributor,N,FTE,3,B,White,30148,41471,41836,Y,Website,49551,2557,Sales
5509,5509,Angela Webster,USER,Angela.Webster@bnna.com,Female,Sales,Online Sales - EMEA,Online Sales Specialist,EMEA,France,,Paris,Contributor,N,FTE,3,C,Black or African American,24979,33379,41780,Y,Website,53099,575,Sales
5510,5510,Clinton Weiss,USER,Clinton.on Weiss@bnna.com,Male,Sales,Online Sales - EMEA,Online Sales Specialist,EMEA,France,,Paris,Contributor,N,PTE,2,B,Hispanic or Latino,24422,33188,41954,Y,Internal,26927,0,Sales
5511,5511,Chadwick Velasquez,USER,Chadwick.Velasquez@bnna.com,Male,Sales,Online Sales - EMEA,Online Sales Specialist,EMEA,France,,Paris,Contributor,N,PTE,2,B,Other,29414,38180,41832,Y,Job Fair,36248,0,Sales
5512,5512,Suki Avery,USER,Suki.Avery@bnna.com,Female,Sales,Online Sales - EMEA,Online Sales Specialist,EMEA,Germany,Berlin,Berlin,Contributor,N,PTE,2,B,White,25316,36639,41752,Y,None,13711,0,Sales
5513,5513,Martin Weber,USER,Martin.n Weber@bnna.com,Male,Sales,Online Sales - EMEA,Online Sales Specialist,EMEA,Germany,Berlin,Berlin,Contributor,N,PTE,2,D,Hispanic or Latino,20837,38003,41656,Y,None,39920,0,Sales
5514,5514,Colette Best,USER,Colette.tte Best@bnna.com,Female,Sales,Online Sales - APAC,"Manager, Online Sales (APAC)",APAC,Australia,New South Wales,Sydney,Contributor,N,FTE,6,A,Asian,24391,36810,41923,Y,Recruiter,63002,5206,Sales
5515,5515,Jamalia Caldwell,USER,Jamalia.Caldwell@bnna.com,Female,Sales,Online Sales - APAC,Online Sales Specialist,APAC,Australia,New South Wales,Sydney,Contributor,N,FTE,3,A,Asian,25468,41174,41904,Y,Website,54150,2624,Sales
5516,5516,Tatum Branch,USER,Tatum.Branch@bnna.com,Female,Sales,Online Sales - APAC,Online Sales Specialist,APAC,Japan,Tokyo Metropolis,Tokyo,Contributor,N,FTE,3,B,Other,23820,37699,41717,Y,Website,43827,1333,Sales
5517,5517,Cole Mclean,USER,Cole.clean@bnna.com,Male,Sales,Online Sales - EMEA,Online Sales Specialist,EMEA,Finland,,Stockholm,Contributor,N,PTE,2,B,Hispanic or Latino,20743,27682,41927,Y,Internal,21544,0,Sales
5518,5518,Angelica Guerrero,USER,Angelica. Guerrero@bnna.com,Female,Sales,Online Sales - EMEA,Online Sales Specialist,EMEA,Finland,,Stockholm,Contributor,N,FTE,3,B,White,29702,41755,41755,Y,Internal,42629,1635,Sales
5519,5519,Rafael Bray,USER,Rafael.el Bray@bnna.com,Male,Sales,Online Sales - EMEA,"Manager, Online Sales (EMEA)",EMEA,UK,England,London,Manager,Y,FTE,6,B,Asian,27907,40325,41786,Y,Internal,98133,6236,Sales
5520,5520,Clementine Schultz,USER,Clementine.ine Schultz@bnna.com,Female,Sales,Online Sales - EMEA,Online Sales Specialist,EMEA,UK,England,London,Contributor,N,FTE,3,B,White,19836,30063,41751,Y,Website,53981,578,Sales
5521,5521,Kareem Noel,USER,Kareem.em Noel@bnna.com,Male,Sales,Online Sales - EMEA,Online Sales Specialist,EMEA,UK,England,London,Contributor,N,FTE,3,B,Asian,26716,35847,41691,Y,Website,63962,1652,Sales
5522,5522,Hayfa Mcgowan,USER,Hayfa.cgowan@bnna.com,Female,Sales,Online Sales - EMEA,Online Sales Specialist,EMEA,UK,England,London,Contributor,N,PTE,2,C,Unknown,25103,33869,41904,Y,Internal,24411,0,Sales
5523,5523,Amir Gonzalez,USER,Amir.zalez@bnna.com,Male,Sales,Online Sales - EMEA,Online Sales Specialist,EMEA,UK,England,London,Contributor,N,PTE,2,C,White,29127,36067,41911,Y,Job Fair,13185,0,Sales
5524,5524,Larissa Harrison,USER,Larissa.Harrison@bnna.com,Female,Sales,Online Sales - EMEA,Online Sales Specialist,EMEA,UK,England,London,Contributor,N,FTE,3,C,Black or African American,23994,40795,41891,N,None,38143,291,Sales
5525,5525,Chaney Bush,USER,Chaney.ey Bush@bnna.com,Male,Sales,Online Sales - EMEA,Online Sales Specialist,EMEA,UK,England,London,Contributor,N,FTE,3,B,Unknown,27385,38708,41995,Y,None,37576,2298,Sales
5526,5526,Shannon Cardenas,USER,Shannon.Cardenas@bnna.com,Female,Sales,Online Sales - EMEA,Online Sales Specialist,AMERICAS,USA,NY,New York,Contributor,N,FTE,3,C,White,27841,39894,41720,Y,None,58895,1551,Sales
5527,5527,Reese Le,USER,Reese.ese Le@bnna.com,Male,Sales,Online Sales - AMERICAS,Online Sales Specialist,AMERICAS,USA,NY,New York,Contributor,N,FTE,3,C,White,27642,41522,41887,Y,Website,43433,2211,Sales
5528,5528,Germane Armstrong,USER,Germane.rmstrong@bnna.com,Female,Sales,Online Sales - AMERICAS,Online Sales Specialist,AMERICAS,USA,NY,New York,Contributor,N,FTE,3,B,Black or African American,29552,39779,41970,Y,Website,38911,2654,Sales
5529,5529,Finn Schultz,USER,Finn.hultz@bnna.com,Male,Sales,Online Sales - AMERICAS,Online Sales Specialist,AMERICAS,USA,NY,New York,Contributor,N,PTE,2,A,Hispanic or Latino,22267,39068,41990,Y,Website,19747,0,Sales
6000,6000,Marie Richter,USER,Marie.ichter@bnna.com,Female,Retail,Retail - AMERICAS,National Manager,AMERICAS,USA,NY,New York,Senior Manager,Y,PTE,7,A,Other,26478,34148,41818,Y,Internal,138343,48007,Retail
6001,6001,Kasper Fleming,USER,Kasper.Fleming@bnna.com,Male,Retail,Retail - AMERICAS,District Manager,AMERICAS,USA,NY,New York,Senior Manager,Y,PTE,6,B,White,25038,33073,41839,Y,Internal,117638,11526,Retail
6002,6002,Kaisa Korhonen,USER,Kaisa.rhonen@bnna.com,Female,Retail,Retail - AMERICAS,Regional Manager,AMERICAS,USA,NY,New York,Senior Manager,Y,FTE,8,B,White,19925,30883,41840,Y,Internal,163962,61987,Retail
6003,6003,Lucia Boscolo,USER,Lucia.oscolo@bnna.com,Female,Retail,Retail - AMERICAS,Store Manager,AMERICAS,USA,NY,New York,Manager,Y,FTE,7,A,White,24383,35706,41915,Y,Internal,46862,6547,Retail
6004,6004,Pieter Berg,USER,Pieter.er Berg@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,FTE,2,B,Asian,25777,41483,41848,Y,Website,32331,6305,Retail
6005,6005,Mitchell Odem,USER,Mitchell.hell Odem@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,2,B,Other,25172,39051,41973,Y,Website,30104,2491,Retail
6006,6006,Wallace Ward,USER,Wallace.ace Ward@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,3,B,White,23698,37942,41960,Y,Internal,46433,3646,Retail
6007,6007,Cynthia Mcdaniel,USER,Cynthia.Mcdaniel@bnna.com,Female,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,2,B,Black or African American,30070,41028,41758,Y,Job Fair,39230,7089,Retail
6008,6008,Alexis Petit,USER,Alexis.s Petit@bnna.com,Female,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,1,C,Other,25917,41623,41988,Y,None,59215,9641,Retail
6009,6009,Ting Guo,USER,Ting.g Guo@bnna.com,Female,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,1,B,Unknown,21019,37090,41838,Y,None,34910,7840,Retail
6010,6010,Joshua Townsend,USER,Joshua.ownsend@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,FTE,1,A,White,27043,35078,41653,Y,None,40130,6451,Retail
6011,6011,Fang Chan,USER,Fang. Chan@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,2,D,Black or African American,20235,30462,41785,Y,Website,45138,847,Retail
6012,6012,Orson Martin,USER,Orson.Martin@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,2,A,Hispanic or Latino,23655,38630,41917,Y,Website,57803,7345,Retail
6013,6013,Lawrence Keneth,USER,Lawrence.ce Keneth@bnna.com,Female,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,2,B,Other,28753,41537,41902,N,Website,34685,7337,Retail
6014,6014,Macon Valdez,USER,Macon.Valdez@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,3,B,White,23857,33719,41754,Y,Internal,41715,6829,Retail
6015,6015,Amalie Kunze,USER,Amalie.e Kunze@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,2,A,Unknown,29441,41859,41859,Y,Job Fair,42652,6190,Retail
6016,6016,Rashad Tran,USER,Rashad.ad Tran@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,FTE,1,B,Asian,20380,33164,41930,Y,None,37624,1726,Retail
6017,6017,Porter Sanford,USER,Porter.Sanford@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,3,B,Other,28570,41354,41719,Y,None,51257,5751,Retail
6018,6018,Sylvie Leyder,USER,Sylvie. Leyder@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,FTE,1,B,White,20636,29402,41820,Y,None,49036,8444,Retail
6019,6019,Clark Mann,USER,Clark.k Mann@bnna.com,-,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,3,B,White,19929,34174,41844,Y,Website,57751,6381,Retail
6020,6020,Hall Sullivan,USER,Hall.livan@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,3,C,White,25767,41838,41838,Y,Website,44236,9716,Retail
6021,6021,Curran Donaldson,USER,Curran.naldson@bnna.com,Male,Retail,Retail - AMERICAS,Store Manager,AMERICAS,USA,NY,New York,Manager,Y,PTE,6,B,Other,28850,39808,41999,Y,Website,43583,178,Retail
6022,6022,Xiedong Wu,USER,Xiedong.edong Wu@bnna.com,Female,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,1,A,White,28007,41521,41886,Y,Website,50096,953,Retail
6023,6023,Michaela Ogilvie,USER,Michaela.a Ogilvie@bnna.com,Female,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,1,D,Other,27073,41318,41683,Y,Internal,50639,773,Retail
6024,6024,Benedict Bernard,USER,Benedict.t Bernard@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,3,B,Unknown,21689,34838,41778,Y,Job Fair,56947,4471,Retail
6025,6025,Simone Holloway,USER,Simone.olloway@bnna.com,Female,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,FTE,2,B,White,23305,39011,41933,Y,None,41188,5127,Retail
6026,6026,Tony Casares,USER,Tony.sares@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,3,A,Black or African American,23781,36564,41678,Y,None,32311,660,Retail
6027,6027,Andrew Roberts,USER,Andrew.Roberts@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,3,B,Hispanic or Latino,24409,36097,41941,Y,None,45600,1075,Retail
6028,6028,Dylan Dunn,USER,Dylan.n Dunn@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,3,B,Other,22340,38776,41698,Y,Website,55204,7118,Retail
6029,6029,Johann Wagner,USER,Johann. Wagner@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,2,B,White,33794,41464,41829,Y,Website,55723,9129,Retail
6030,6030,Lars Huffman,USER,Lars.ffman@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,2,B,White,24241,32277,41773,Y,Website,44095,4552,Retail
6031,6031,Daniel Bertrand,USER,Daniel.ertrand@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,1,C,White,23411,35830,41674,Y,Internal,35211,1425,Retail
6032,6032,Cameron Valdez,USER,Cameron.n Valdez@bnna.com,Male,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,1,B,White,23240,32006,41868,Y,Job Fair,54472,1829,Retail
6033,6033,Élizabeth Michel,USER,Élizabeth.eth Michel@bnna.com,Female,Retail,Retail - AMERICAS,Store Associate,AMERICAS,USA,NY,New York,Contributor,N,PTE,3,A,White,25833,34234,41904,Y,None,50125,1204,Retail
